Student_ID,Age,Gender,Department,CGPA,Attendance,Python_Skill,Java_Skill,DSA_Skill,Projects,Internships,Communication_Score,Aptitude_Score,Placement,Salary_LPA
665,19,Male,Information Technology,7.62,62.2,7,10,5,4,0,81,98,Yes,4.33
666,19,Female,Computer Science,9.91,79.6,5,3,6,3,1,68,46,Yes,6.85
667,20,Female,Electronics,8.35,97.1,8,3,7,2,3,45,88,Yes,4.76
668,22,Male,Electronics,6.07,64.2,1,7,7,3,3,56,55,No,0.0
669,19,Male,Computer Science,8.54,90.6,7,2,9,4,1,99,56,Yes,10.25
670,21,Female,Data Science,6.96,76.4,5,1,8,0,0,64,59,No,0.0
671,19,Female,Data Science,8.59,86.2,4,9,6,1,0,77,97,Yes,10.48
672,20,Male,Electronics,5.81,70.4,7,9,6,2,3,43,62,No,0.0
673,20,Female,Information Technology,6.29,66.4,10,7,5,4,2,69,73,Yes,11.77
674,20,Male,Data Science,9.35,66.4,2,7,1,2,3,59,50,Yes,8.43
675,22,Male,Data Science,6.52,62.8,1,3,9,3,1,42,73,No,0.0
676,19,Male,Computer Science,9.27,67.4,1,10,9,2,1,62,72,Yes,3.99
677,22,Male,Computer Science,6.76,86.6,1,2,9,4,1,90,65,No,0.0
678,22,Male,Information Technology,8.39,95.3,5,7,8,1,3,57,41,Yes,10.55
679,20,Female,Data Science,8.62,92.6,10,9,10,1,3,65,100,Yes,8.88
680,20,Female,Data Science,7.81,87.4,7,1,3,2,0,95,62,No,0.0
681,22,Female,Computer Science,6.87,64.4,2,4,1,0,2,75,80,No,0.0
682,19,Female,Data Science,6.46,71.6,10,6,8,2,3,47,61,Yes,3.05
683,21,Male,Electronics,5.65,72.4,8,7,7,3,0,56,97,No,0.0
684,22,Male,Computer Science,6.87,70.0,4,10,5,1,3,70,73,Yes,10.63
685,19,Male,Information Technology,8.44,80.6,3,7,10,1,0,76,99,Yes,6.21
686,20,Male,Computer Science,9.72,81.4,10,10,7,1,0,84,54,Yes,3.97
687,20,Female,Data Science,9.42,74.3,8,2,10,0,2,96,49,Yes,6.79
688,19,Male,Information Technology,8.95,74.2,2,4,4,0,3,72,54,Yes,9.54
689,21,Male,Computer Science,9.05,93.1,3,5,9,4,0,66,81,Yes,3.97
690,20,Female,Electronics,8.49,91.6,3,1,10,2,1,84,68,Yes,4.85
691,20,Female,Electronics,6.67,72.3,10,1,2,2,1,43,96,No,0.0
692,20,Female,Computer Science,9.58,96.6,1,10,9,3,1,61,62,Yes,10.17
693,19,Female,Electronics,8.52,98.1,6,3,9,1,2,65,98,Yes,3.57
694,22,Male,Electronics,8.02,73.1,2,10,5,0,0,71,56,No,0.0
695,20,Male,Electronics,6.0,74.2,1,3,1,3,2,63,99,No,0.0
696,22,Female,Information Technology,7.51,80.2,2,8,7,3,3,85,48,Yes,9.8
697,21,Male,Electronics,7.57,97.6,6,9,10,0,3,74,89,Yes,11.68
698,20,Male,Electronics,9.39,95.1,4,1,10,2,0,76,75,Yes,4.03
699,20,Male,Electronics,7.96,64.1,6,2,4,1,1,71,48,No,0.0
700,21,Female,Information Technology,7.21,75.7,9,10,9,2,0,46,55,Yes,10.29
701,20,Male,Computer Science,9.9,82.1,10,2,6,3,0,72,75,Yes,5.4
702,22,Female,Data Science,6.0,80.1,10,4,3,1,0,70,87,No,0.0
703,19,Male,Electronics,7.4,67.8,8,2,6,4,2,94,90,Yes,10.43
704,22,Male,Computer Science,5.69,94.4,1,7,10,3,3,100,72,Yes,11.88
705,19,Male,Electronics,8.83,87.1,8,9,6,2,0,51,94,Yes,8.01
706,19,Female,Information Technology,9.63,93.5,9,7,5,2,0,50,70,Yes,5.5
707,22,Male,Computer Science,6.76,94.4,6,6,2,2,0,63,45,No,0.0
708,22,Female,Information Technology,9.36,89.9,10,10,10,0,2,47,49,Yes,4.53
709,22,Female,Electronics,6.81,77.6,5,1,10,3,2,71,55,No,0.0
710,22,Female,Electronics,9.6,84.4,6,10,2,1,2,96,43,Yes,9.96
711,21,Male,Information Technology,8.89,66.4,6,9,7,2,0,77,93,Yes,10.88
712,20,Male,Data Science,9.12,86.9,9,5,2,2,1,99,61,Yes,3.24
713,19,Male,Information Technology,5.58,67.2,4,5,6,0,1,61,52,No,0.0
714,22,Male,Electronics,9.83,87.8,2,6,5,1,1,73,55,Yes,4.93
715,22,Female,Information Technology,8.77,69.2,9,9,4,3,3,58,91,Yes,6.07
716,22,Female,Data Science,6.87,64.7,2,8,7,4,0,91,68,No,0.0
717,21,Female,Information Technology,9.23,66.6,10,8,8,0,1,59,45,Yes,4.73
718,22,Male,Data Science,6.77,60.1,9,8,4,3,1,95,65,Yes,8.75
719,22,Female,Data Science,9.43,88.7,2,1,1,4,1,53,50,Yes,8.89
720,22,Male,Information Technology,6.01,89.3,8,1,1,2,0,72,63,No,0.0
721,20,Female,Information Technology,8.67,80.6,9,8,1,2,1,49,68,Yes,9.98
722,21,Male,Computer Science,7.93,66.5,10,5,1,1,1,55,42,No,0.0
723,22,Male,Electronics,5.93,63.3,9,9,5,4,0,43,91,No,0.0
724,19,Female,Data Science,6.59,60.8,10,2,4,2,3,66,49,No,0.0
725,19,Female,Computer Science,5.56,66.6,9,9,9,2,2,67,100,Yes,6.83
726,19,Female,Information Technology,7.61,95.6,2,8,3,1,1,100,99,No,0.0
727,21,Female,Electronics,6.86,69.7,4,9,7,3,2,82,40,Yes,9.11
728,21,Male,Computer Science,8.19,74.2,7,4,8,2,3,55,91,Yes,8.47
729,19,Female,Data Science,6.84,64.2,2,1,6,0,3,98,82,No,0.0
730,22,Female,Computer Science,6.85,68.9,1,1,10,0,1,91,65,No,0.0
731,21,Female,Data Science,8.84,80.8,3,5,1,3,0,72,97,Yes,4.51
732,19,Male,Information Technology,5.72,84.3,4,2,8,4,3,87,51,No,0.0
733,19,Male,Electronics,9.56,69.8,8,8,10,1,2,58,53,Yes,8.81
734,22,Female,Electronics,9.34,62.3,6,10,3,0,2,60,64,Yes,9.19
735,20,Male,Electronics,8.51,75.6,2,5,8,0,2,61,47,Yes,6.35
736,21,Female,Information Technology,8.17,69.4,9,5,4,3,2,48,82,Yes,5.36
737,22,Male,Data Science,9.52,68.8,2,2,8,4,3,48,43,Yes,9.84
738,19,Male,Information Technology,6.33,98.4,5,7,1,4,1,48,67,No,0.0
739,19,Male,Electronics,5.86,84.7,4,8,3,3,1,66,46,No,0.0
740,22,Male,Information Technology,6.58,82.3,7,10,6,0,2,56,49,No,0.0
741,21,Female,Information Technology,9.08,76.6,8,1,9,1,1,83,90,Yes,6.36
742,20,Female,Information Technology,5.66,77.2,5,2,2,0,2,96,96,No,0.0
743,20,Female,Data Science,8.12,81.6,10,10,1,4,2,84,97,Yes,10.52
744,19,Male,Computer Science,9.98,87.9,5,4,10,0,0,47,75,Yes,9.19
745,21,Female,Computer Science,9.35,88.1,2,5,3,1,3,55,41,Yes,7.61
746,20,Female,Information Technology,7.85,66.9,8,2,4,2,3,57,65,Yes,7.13
747,21,Female,Computer Science,5.79,80.0,2,1,5,0,2,100,92,No,0.0
748,21,Male,Computer Science,9.24,76.5,10,9,3,3,3,98,89,Yes,9.12
749,19,Male,Information Technology,8.2,94.8,6,1,10,2,1,72,53,Yes,8.03
750,20,Male,Information Technology,6.02,85.3,8,4,2,3,2,40,97,No,0.0
751,22,Female,Electronics,5.92,81.3,6,2,2,3,0,51,55,No,0.0
752,19,Female,Computer Science,9.59,64.6,4,4,7,3,1,45,93,Yes,11.57
753,20,Female,Data Science,8.51,84.2,4,8,9,0,0,80,82,Yes,10.12
754,20,Male,Information Technology,9.23,64.7,6,8,10,4,0,94,81,Yes,6.37
755,20,Male,Electronics,9.46,73.5,4,9,2,2,3,44,56,Yes,8.07
756,20,Female,Data Science,8.07,65.7,8,5,7,1,3,98,85,Yes,3.43
757,20,Male,Computer Science,7.83,87.7,9,7,7,4,2,55,61,Yes,3.37
758,21,Male,Electronics,7.44,68.3,1,3,7,0,3,57,43,No,0.0
759,19,Male,Information Technology,6.93,75.7,4,10,3,3,0,88,58,No,0.0
760,21,Male,Data Science,7.46,95.8,4,4,7,1,0,57,41,No,0.0
761,22,Female,Information Technology,8.98,68.2,2,10,1,2,1,40,78,Yes,8.03
762,20,Male,Computer Science,8.21,80.3,6,9,10,4,0,58,48,Yes,7.79
763,19,Male,Data Science,9.52,76.8,3,10,1,4,2,93,99,Yes,6.62
764,20,Male,Computer Science,7.5,60.7,7,10,5,1,2,100,58,Yes,4.45
765,19,Male,Computer Science,8.23,91.7,5,1,2,0,3,47,55,No,0.0
766,21,Female,Electronics,8.34,62.8,4,2,9,2,3,42,93,Yes,9.85
767,19,Female,Information Technology,8.16,79.0,5,5,7,1,3,97,64,Yes,11.35
768,22,Male,Data Science,8.66,82.4,8,3,4,3,2,64,87,Yes,7.12
769,22,Male,Computer Science,6.57,85.1,3,2,4,2,0,97,57,No,0.0
770,19,Male,Computer Science,7.81,87.5,7,1,2,4,3,44,62,Yes,11.23
771,19,Male,Data Science,5.97,70.1,6,10,5,1,1,94,92,No,0.0
772,19,Male,Computer Science,7.23,60.4,1,3,4,4,3,79,60,No,0.0
773,19,Male,Electronics,7.69,88.9,7,1,1,4,2,58,50,No,0.0
774,22,Female,Electronics,8.44,81.4,7,1,8,4,3,57,78,Yes,8.39
775,20,Male,Electronics,9.78,93.4,1,1,3,0,0,89,80,No,0.0
776,19,Female,Electronics,8.2,92.9,9,8,6,4,3,92,43,Yes,9.16
777,19,Female,Computer Science,8.85,93.7,6,3,4,3,2,70,64,Yes,10.15
778,22,Male,Data Science,7.78,79.4,2,1,9,3,2,72,71,Yes,4.02
779,22,Female,Data Science,8.35,73.3,5,7,7,2,1,86,69,Yes,7.8
780,21,Female,Data Science,5.82,91.7,4,10,9,4,2,57,84,Yes,3.91
781,19,Female,Data Science,6.64,78.1,7,3,10,4,1,100,98,Yes,10.85
782,21,Female,Information Technology,7.13,67.3,8,8,3,1,0,96,65,No,0.0
783,22,Female,Data Science,7.63,94.2,1,4,1,0,2,78,96,No,0.0
784,22,Female,Information Technology,5.71,95.3,5,4,5,2,3,55,100,No,0.0
785,20,Male,Information Technology,6.13,78.7,3,5,3,4,0,55,75,No,0.0
786,19,Female,Electronics,6.75,63.0,1,6,6,1,3,86,90,No,0.0
787,21,Female,Information Technology,9.87,75.5,3,7,8,0,3,77,73,Yes,5.53
788,22,Female,Computer Science,6.99,92.1,6,4,4,2,3,80,48,Yes,5.2
789,22,Male,Information Technology,7.67,96.1,7,8,5,2,0,46,51,Yes,8.04
790,21,Female,Electronics,6.38,68.1,8,6,5,4,0,53,41,No,0.0
791,20,Male,Information Technology,8.25,62.7,4,1,4,2,2,82,77,No,0.0
792,22,Female,Computer Science,6.76,95.1,3,1,4,1,3,92,44,No,0.0
793,19,Male,Computer Science,6.43,75.6,5,9,4,2,1,87,44,No,0.0
794,22,Male,Computer Science,7.82,81.7,9,10,4,3,2,64,91,Yes,9.32
795,19,Female,Electronics,5.52,98.7,6,6,4,1,0,71,61,No,0.0
796,21,Female,Electronics,5.53,62.7,9,10,5,0,1,77,44,No,0.0
797,19,Male,Data Science,6.49,85.9,6,8,2,0,0,61,98,No,0.0
798,21,Female,Electronics,5.67,63.0,2,7,2,4,1,98,43,No,0.0
799,19,Male,Computer Science,5.99,75.0,5,6,9,4,2,55,100,Yes,6.82
800,21,Male,Computer Science,7.02,92.2,9,4,2,3,1,91,48,No,0.0
801,19,Male,Electronics,9.11,77.3,8,7,6,0,2,68,68,Yes,8.97
802,20,Male,Information Technology,8.07,99.9,7,9,2,0,0,55,61,No,0.0
803,19,Male,Electronics,7.81,82.4,1,10,5,0,1,51,66,No,0.0
804,19,Female,Electronics,6.82,72.8,4,10,4,0,3,56,49,No,0.0
805,20,Male,Computer Science,9.69,68.8,7,7,7,2,3,76,55,Yes,11.93
806,22,Male,Data Science,7.29,74.0,7,1,7,1,0,66,81,No,0.0
807,22,Female,Computer Science,5.89,74.9,6,10,6,1,1,64,100,No,0.0
808,19,Male,Data Science,8.28,62.7,8,9,10,3,3,52,81,Yes,4.0
809,20,Female,Computer Science,6.01,74.8,6,4,5,2,2,47,100,No,0.0
810,19,Female,Electronics,7.05,78.6,10,3,1,0,1,95,90,No,0.0
811,21,Female,Computer Science,7.78,88.9,3,4,3,0,1,44,49,No,0.0
812,21,Male,Computer Science,9.43,86.3,4,4,9,4,3,51,45,Yes,6.22
813,19,Male,Computer Science,7.72,88.4,3,10,1,4,2,80,88,Yes,11.47
814,22,Male,Electronics,8.66,60.3,1,2,5,3,2,42,44,No,0.0
815,22,Female,Electronics,9.97,68.7,10,1,2,0,2,74,97,Yes,5.66
816,19,Male,Electronics,6.09,86.5,5,10,4,3,1,72,45,No,0.0
817,19,Female,Electronics,6.74,79.4,1,1,1,2,0,96,98,No,0.0
818,21,Male,Data Science,7.28,60.2,1,8,3,1,1,61,95,No,0.0
819,22,Female,Data Science,7.4,92.2,2,2,10,0,1,89,98,No,0.0
820,19,Male,Information Technology,7.35,90.9,4,10,7,2,3,95,86,Yes,9.63
821,21,Male,Electronics,9.58,81.9,6,5,10,0,0,83,64,Yes,4.6
822,22,Male,Data Science,8.71,62.7,8,4,3,4,2,48,98,Yes,10.42
823,20,Female,Computer Science,8.24,90.7,3,8,4,3,3,80,90,Yes,5.49
824,21,Female,Electronics,6.89,83.3,1,2,2,4,1,57,89,No,0.0
825,22,Male,Information Technology,9.21,91.3,3,10,3,1,0,89,100,Yes,6.28
826,22,Male,Information Technology,9.8,90.1,3,9,9,4,2,68,43,Yes,10.72
827,21,Female,Information Technology,9.2,92.1,5,7,3,0,2,78,79,Yes,5.4
828,20,Female,Computer Science,5.51,80.7,4,7,5,4,1,66,98,No,0.0
829,21,Female,Data Science,8.36,65.6,4,1,2,0,2,75,87,No,0.0
830,22,Male,Computer Science,5.73,86.8,9,2,4,1,2,84,71,No,0.0
831,19,Female,Electronics,6.66,84.8,7,4,7,4,0,56,95,No,0.0
832,19,Male,Information Technology,5.77,89.7,4,4,7,3,3,95,90,No,0.0
833,21,Female,Computer Science,8.22,66.8,3,3,3,3,0,73,91,No,0.0
834,22,Male,Computer Science,8.59,67.8,6,7,5,3,3,85,74,Yes,3.41
835,19,Female,Data Science,6.02,95.6,3,8,1,4,3,42,49,No,0.0
836,22,Female,Data Science,7.23,90.0,6,2,10,4,3,44,73,Yes,9.35
837,21,Female,Information Technology,7.55,96.3,9,4,10,4,2,53,75,Yes,9.71
838,19,Female,Computer Science,7.16,90.3,6,3,10,0,0,42,45,No,0.0
839,22,Female,Computer Science,6.04,83.9,4,2,1,1,2,62,82,No,0.0
840,19,Male,Data Science,7.39,86.2,5,6,5,3,1,78,85,Yes,6.97
841,21,Female,Computer Science,8.88,95.6,6,4,10,0,0,69,55,Yes,9.6
842,22,Female,Computer Science,5.82,83.2,3,6,9,3,3,89,98,Yes,8.63
843,19,Female,Computer Science,5.86,85.3,8,2,1,0,2,84,92,No,0.0
844,21,Male,Data Science,7.1,66.3,4,4,1,4,2,100,58,No,0.0
845,19,Female,Information Technology,9.74,79.0,8,6,4,3,0,62,73,Yes,3.37
846,19,Male,Electronics,8.51,88.7,10,5,4,4,0,66,64,Yes,6.41
847,20,Female,Information Technology,8.55,70.8,10,3,2,3,3,93,70,Yes,3.31
848,20,Female,Electronics,7.13,68.1,3,8,9,2,3,49,88,Yes,3.92
849,21,Male,Computer Science,8.17,72.6,10,7,9,0,1,64,80,Yes,8.41
850,20,Female,Information Technology,5.55,69.7,7,3,2,2,3,52,56,No,0.0
851,21,Male,Electronics,8.36,68.6,9,6,9,0,2,55,86,Yes,4.08
852,20,Male,Data Science,9.61,77.0,4,4,6,1,1,80,69,Yes,7.06
853,19,Female,Data Science,8.26,96.3,8,5,8,3,1,73,78,Yes,11.2
854,21,Male,Information Technology,9.43,80.3,3,5,10,1,1,94,93,Yes,10.33
855,21,Female,Information Technology,8.76,67.5,7,7,4,1,0,76,94,Yes,7.68
856,19,Female,Computer Science,6.04,63.1,3,5,2,0,3,100,70,No,0.0
857,21,Male,Information Technology,9.56,87.8,7,3,2,2,1,61,58,Yes,7.7
858,21,Male,Computer Science,5.8,75.3,10,10,9,4,0,56,74,Yes,4.42
859,20,Male,Computer Science,7.9,92.9,10,5,1,0,0,62,68,No,0.0
860,21,Male,Data Science,6.14,86.4,6,7,7,4,1,93,98,Yes,4.7
861,22,Female,Data Science,5.55,91.8,2,5,3,1,1,75,40,No,0.0
862,19,Female,Electronics,7.4,70.9,3,5,3,4,2,88,43,No,0.0
863,20,Male,Data Science,6.83,87.7,6,9,2,2,1,48,67,No,0.0
864,20,Female,Data Science,7.69,70.6,4,3,10,0,2,91,57,Yes,6.9
865,22,Female,Information Technology,8.1,97.6,6,6,6,2,1,41,65,Yes,7.44
866,19,Female,Data Science,5.7,85.5,1,1,10,2,1,71,79,No,0.0
867,19,Female,Electronics,6.05,73.0,10,10,2,0,3,95,58,No,0.0
868,20,Male,Information Technology,8.01,70.8,1,5,10,2,1,89,94,Yes,10.22
869,21,Male,Electronics,7.04,67.6,3,8,4,3,1,92,94,No,0.0
870,20,Female,Data Science,8.78,87.8,8,5,10,3,2,98,99,Yes,3.38
871,19,Male,Electronics,8.44,68.7,8,9,9,3,2,61,96,Yes,8.62
872,22,Male,Information Technology,9.31,83.8,4,6,9,4,3,82,45,Yes,8.06
873,20,Male,Computer Science,8.62,70.6,6,8,6,2,1,52,40,Yes,6.62
874,19,Female,Electronics,7.43,86.5,8,10,4,0,1,47,47,No,0.0
875,20,Female,Electronics,8.53,92.6,7,8,7,0,2,98,72,Yes,7.96
876,21,Female,Information Technology,6.74,91.1,7,3,1,4,0,40,90,No,0.0
877,20,Male,Information Technology,6.88,90.4,4,7,4,0,0,56,82,No,0.0
878,20,Female,Electronics,9.05,67.5,9,7,5,3,0,51,60,Yes,6.85
879,19,Female,Data Science,7.51,63.5,10,10,8,2,2,43,63,Yes,10.92
880,19,Male,Electronics,9.09,88.0,6,6,2,0,2,92,64,Yes,11.65
881,19,Female,Information Technology,9.2,74.7,3,7,5,0,0,52,86,Yes,11.04
882,20,Female,Computer Science,9.36,77.3,5,2,6,1,0,70,94,Yes,9.47
883,21,Male,Computer Science,9.62,61.2,5,9,5,1,1,100,96,Yes,8.26
884,22,Male,Data Science,7.44,70.4,5,10,9,1,2,80,82,Yes,9.2
885,22,Male,Electronics,6.93,61.3,8,10,10,2,2,98,58,Yes,11.45
886,19,Female,Computer Science,8.12,95.2,9,1,1,3,0,46,68,No,0.0
887,19,Female,Electronics,7.17,69.7,9,1,3,3,0,62,92,No,0.0
888,20,Female,Information Technology,8.2,82.3,6,3,2,3,3,63,49,Yes,9.21
889,22,Male,Computer Science,8.68,61.6,6,3,3,2,2,44,95,Yes,9.11
890,19,Male,Data Science,8.6,86.7,9,1,10,2,3,44,51,Yes,5.27
891,21,Female,Information Technology,7.19,72.9,4,7,9,1,1,56,72,No,0.0
892,21,Female,Data Science,6.25,95.9,6,4,9,0,3,69,95,Yes,10.16
893,19,Male,Information Technology,7.44,95.5,4,10,10,4,0,48,46,Yes,7.28
894,19,Male,Computer Science,6.14,73.0,1,2,2,4,2,45,56,No,0.0
895,22,Male,Data Science,9.51,96.0,7,10,3,0,2,64,100,Yes,6.24
896,22,Male,Data Science,7.06,99.8,10,5,4,1,3,58,100,Yes,11.45
897,20,Female,Information Technology,6.2,93.0,6,6,9,0,3,55,97,Yes,7.81
898,22,Male,Data Science,5.61,93.8,9,9,3,0,1,60,99,No,0.0
899,21,Female,Information Technology,8.41,70.0,7,4,7,4,1,41,49,Yes,3.28
900,21,Female,Information Technology,8.37,83.1,7,2,3,1,0,49,70,No,0.0
901,19,Female,Information Technology,7.03,62.7,2,5,7,2,0,55,99,No,0.0
902,22,Male,Information Technology,5.82,63.8,9,3,7,4,0,76,45,No,0.0
903,20,Male,Computer Science,7.34,100.0,10,2,9,2,3,54,56,Yes,7.57
904,21,Male,Information Technology,6.9,73.1,9,1,2,1,3,52,89,No,0.0
905,21,Male,Electronics,8.55,89.9,6,10,6,0,2,52,76,Yes,10.51
906,20,Female,Data Science,8.23,92.3,3,2,9,3,0,71,57,Yes,10.06
907,20,Male,Electronics,7.14,94.3,1,6,2,3,3,84,65,No,0.0
908,21,Male,Computer Science,6.48,99.9,4,8,2,1,2,86,88,No,0.0
909,21,Female,Electronics,9.95,69.7,3,3,5,3,0,85,93,Yes,10.36
910,20,Male,Data Science,7.54,61.6,1,9,10,2,1,47,55,No,0.0
911,21,Female,Electronics,8.6,76.4,3,9,10,3,1,82,47,Yes,5.79
912,19,Female,Computer Science,6.13,65.2,4,2,10,1,3,57,63,No,0.0
913,19,Female,Information Technology,7.69,60.9,8,8,8,1,2,95,52,Yes,4.89
914,20,Female,Electronics,5.62,74.4,9,10,9,2,1,75,68,Yes,5.86
915,22,Female,Computer Science,7.77,91.3,3,5,2,3,2,65,71,No,0.0
916,20,Female,Computer Science,9.84,82.6,6,4,5,3,2,49,63,Yes,8.01
917,20,Female,Data Science,7.23,72.5,10,10,7,0,1,70,55,Yes,3.97
918,22,Female,Data Science,5.68,86.2,5,5,6,4,2,72,50,No,0.0
919,22,Male,Electronics,5.64,69.3,6,4,6,1,1,68,71,No,0.0
920,22,Male,Information Technology,7.25,60.6,4,8,7,0,3,44,45,No,0.0
921,19,Male,Computer Science,6.22,90.6,10,4,3,1,0,52,98,No,0.0
922,21,Male,Electronics,5.61,84.9,6,10,3,0,0,40,74,No,0.0
923,19,Female,Computer Science,8.9,90.5,7,6,10,4,3,62,72,Yes,7.81
924,21,Male,Computer Science,7.56,61.6,9,2,9,0,1,79,57,No,0.0
925,19,Female,Information Technology,6.8,93.5,10,5,8,1,1,42,76,Yes,4.19
926,21,Male,Information Technology,9.55,84.8,7,6,5,3,1,42,52,Yes,5.39
927,19,Male,Electronics,6.02,82.5,6,5,6,1,1,46,49,No,0.0
928,22,Male,Information Technology,9.8,85.0,1,2,10,2,3,75,76,Yes,3.27
929,20,Female,Information Technology,6.91,94.6,2,7,1,2,0,74,65,No,0.0
930,19,Male,Electronics,9.5,83.5,1,4,10,2,2,54,85,Yes,8.6
931,21,Female,Information Technology,8.21,83.2,9,8,1,2,2,79,56,Yes,8.41
932,22,Female,Data Science,9.22,99.6,10,7,4,4,0,42,40,Yes,7.91
933,19,Male,Computer Science,9.93,90.3,10,7,2,3,3,68,64,Yes,8.31
934,19,Male,Computer Science,6.8,77.7,9,9,7,3,2,69,73,Yes,11.41
935,22,Male,Computer Science,9.83,88.3,7,1,2,1,0,78,78,Yes,3.08
936,19,Female,Computer Science,7.25,75.6,2,10,10,0,3,57,49,Yes,3.43
937,20,Male,Electronics,7.23,69.2,6,6,2,1,2,50,59,No,0.0
938,19,Female,Computer Science,7.03,83.9,4,6,5,1,1,82,46,No,0.0
939,20,Female,Computer Science,7.94,97.1,1,6,4,1,1,88,95,No,0.0
940,20,Male,Computer Science,6.19,97.2,1,6,8,1,3,99,55,No,0.0
941,22,Male,Computer Science,7.99,73.7,5,10,4,3,1,77,76,Yes,7.14
942,19,Female,Data Science,7.94,81.1,2,7,6,0,3,79,68,Yes,11.93
943,22,Female,Computer Science,8.93,68.5,4,10,5,1,0,40,99,Yes,5.04
944,19,Female,Data Science,9.25,99.8,1,6,2,3,0,68,51,Yes,5.8
945,19,Male,Electronics,7.48,99.2,4,1,8,1,2,49,56,No,0.0
946,21,Female,Information Technology,6.86,86.0,6,3,2,2,3,67,87,No,0.0
947,19,Male,Computer Science,6.67,92.2,10,2,9,1,2,96,59,Yes,7.23
948,22,Female,Information Technology,6.38,88.6,4,6,9,1,2,70,65,No,0.0
949,20,Female,Information Technology,5.76,83.7,1,8,3,4,0,58,87,No,0.0
950,19,Male,Electronics,7.04,62.1,7,3,4,2,2,42,58,No,0.0
951,21,Female,Information Technology,6.72,78.2,2,10,8,0,1,75,97,No,0.0
952,22,Male,Data Science,9.85,87.0,9,8,9,1,2,82,86,Yes,10.46
953,19,Male,Information Technology,8.01,87.1,3,8,3,0,3,54,51,No,0.0
954,22,Female,Information Technology,7.06,74.9,8,5,5,2,1,72,60,No,0.0
955,21,Male,Information Technology,8.11,97.7,8,8,8,1,0,80,81,Yes,7.55
956,21,Male,Computer Science,6.13,66.7,3,6,3,4,3,82,100,No,0.0
957,22,Female,Computer Science,7.5,80.0,4,5,7,3,1,90,97,Yes,10.89
958,19,Male,Data Science,8.32,87.6,2,9,8,4,3,84,100,Yes,4.13
959,20,Male,Data Science,7.7,87.9,4,7,10,4,1,65,93,Yes,10.88
960,21,Male,Computer Science,7.31,85.9,9,8,3,3,3,55,73,Yes,7.61
961,19,Female,Data Science,9.97,71.0,2,1,2,3,3,75,46,Yes,6.64
962,19,Male,Computer Science,9.46,66.2,3,2,10,3,1,72,84,Yes,4.46
963,20,Female,Electronics,8.31,85.4,4,8,7,1,0,59,74,Yes,9.31
964,21,Female,Information Technology,8.06,84.0,5,9,9,0,0,52,54,Yes,11.34
965,21,Male,Information Technology,8.29,67.2,1,4,1,0,3,72,40,No,0.0
966,19,Male,Data Science,6.41,88.2,7,10,3,3,3,44,65,Yes,5.17
967,19,Male,Computer Science,7.28,78.2,10,10,5,4,0,76,74,Yes,7.99
968,20,Female,Computer Science,5.68,86.7,7,9,3,2,0,53,64,No,0.0
969,20,Male,Data Science,7.64,93.5,9,4,1,3,2,66,81,Yes,3.03
970,21,Male,Computer Science,7.94,66.8,4,10,7,4,0,62,98,Yes,8.68
971,22,Male,Electronics,6.52,60.8,6,10,7,4,3,53,98,Yes,8.37
972,21,Male,Information Technology,9.84,91.2,2,10,10,1,1,79,54,Yes,5.86
973,19,Male,Data Science,9.59,84.4,4,9,8,1,0,43,61,Yes,7.06
974,21,Female,Data Science,8.75,88.0,2,7,5,0,2,78,98,Yes,5.22
975,22,Female,Computer Science,7.9,93.5,10,2,10,0,2,91,45,Yes,10.11
976,20,Male,Data Science,9.41,92.1,5,9,5,2,2,58,91,Yes,8.71
977,22,Male,Electronics,6.09,98.4,7,4,5,2,1,86,54,No,0.0
978,22,Male,Computer Science,9.06,81.4,1,8,1,2,0,93,63,No,0.0
979,22,Male,Computer Science,6.06,79.5,10,7,10,2,0,43,60,No,0.0
980,20,Female,Computer Science,9.07,76.1,10,7,5,4,0,69,46,Yes,10.4
981,22,Male,Computer Science,6.74,66.1,7,8,6,4,1,58,96,Yes,7.06
982,22,Female,Electronics,9.45,82.9,10,1,1,0,1,70,100,Yes,7.51
983,22,Female,Computer Science,9.75,71.1,6,5,7,1,3,70,68,Yes,7.69
984,19,Male,Data Science,6.17,96.9,6,2,1,1,2,48,71,No,0.0
985,22,Female,Electronics,7.58,83.3,8,2,2,3,2,92,71,Yes,5.3
986,20,Female,Information Technology,9.91,83.7,8,1,2,4,0,52,92,Yes,4.08
987,22,Female,Information Technology,7.68,74.2,6,5,5,2,1,53,98,Yes,3.89
988,22,Female,Data Science,9.39,62.1,3,2,10,2,1,94,44,Yes,9.82
989,20,Male,Data Science,8.15,61.3,5,4,7,3,0,99,43,Yes,5.01
990,22,Male,Electronics,7.19,76.9,2,3,1,1,0,85,61,No,0.0
991,20,Female,Information Technology,6.79,63.4,5,3,10,2,3,93,57,Yes,10.18
992,22,Male,Information Technology,6.41,84.3,9,2,1,1,2,49,74,No,0.0
993,20,Male,Information Technology,8.93,95.2,10,6,1,3,2,87,56,Yes,8.63
994,22,Male,Information Technology,7.24,95.3,1,2,6,1,2,70,89,No,0.0
995,22,Male,Information Technology,7.8,86.4,10,8,2,1,3,76,89,Yes,4.14
996,19,Male,Computer Science,7.72,68.4,5,8,1,1,0,62,95,No,0.0
997,19,Female,Data Science,8.1,94.5,6,5,6,2,0,66,63,Yes,3.13
